"fecha";"Run Fondo";"id_serie";"periodo";"rent"
2023-02-17;8011;B;"6M";0.04992104528430431206400000000000000000000000000000
2023-02-17;8011;B;"1Y";0.08997259381262617932500000000000000000000000000000
2023-02-17;8011;B;YTD;0.01386854995079590757000000000000000000000000000000
2023-02-18;8011;B;"1M";0.00843951258028917024000000000000000000000000000000
2023-02-18;8011;B;"3M";0.02538893345022805536200000000000000000000000000000
2023-02-18;8011;B;"6M";0.04996390289049931623200000000000000000000000000000
2023-02-18;8011;B;"1Y";0.09008547395205831409200000000000000000000000000000
2023-02-18;8011;B;YTD;0.01415729018181404378000000000000000000000000000000
2023-02-19;8011;B;"1M";0.00845928069930323673000000000000000000000000000000
2023-02-19;8011;B;"3M";0.02540240894593072319900000000000000000000000000000
2023-02-19;8011;B;"6M";0.05000264490920056526200000000000000000000000000000
2023-02-19;8011;B;"1Y";0.09019845342695174772500000000000000000000000000000
2023-02-19;8011;B;YTD;0.01444623538696684754000000000000000000000000000000
2023-02-20;8011;B;"1M";0.00847767335741639110000000000000000000000000000000
2023-02-20;8011;B;"3M";0.02541518317301676930400000000000000000000000000000
2023-02-20;8011;B;"6M";0.05003946578792732840000000000000000000000000000000
2023-02-20;8011;B;"1Y";0.09031064456706799218000000000000000000000000000000
2023-02-20;8011;B;YTD;0.01473463399442723456000000000000000000000000000000
2023-02-21;8011;B;"1M";0.00849700489860639699000000000000000000000000000000
2023-02-21;8011;B;"3M";0.02537724451374810461400000000000000000000000000000
2023-02-21;8011;B;"6M";0.05007732150776319452900000000000000000000000000000
2023-02-21;8011;B;"1Y";0.09042412286654274155600000000000000000000000000000
2023-02-21;8011;B;YTD;0.01502419412198400503000000000000000000000000000000
2023-02-22;8011;B;"1M";0.00851367817419654449000000000000000000000000000000
2023-02-22;8011;B;"3M";0.02538927472631193432000000000000000000000000000000
2023-02-22;8011;B;"6M";0.05011462152284107061000000000000000000000000000000
2023-02-22;8011;B;"1Y";0.09053356423740408762900000000000000000000000000000
2023-02-22;8011;B;YTD;0.01531122623521339072000000000000000000000000000000
2023-02-23;8011;B;"1M";0.00852183040132004005000000000000000000000000000000
2023-02-23;8011;B;"3M";0.02546700501345711609900000000000000000000000000000
2023-02-23;8011;B;"6M";0.05014936242524210952600000000000000000000000000000
2023-02-23;8011;B;"1Y";0.09064961523259126094500000000000000000000000000000
2023-02-23;8011;B;YTD;0.01560146960988567977000000000000000000000000000000
2023-02-24;8011;B;"1M";0.00856595175772090300000000000000000000000000000000
2023-02-24;8011;B;"3M";0.02581899500480026058000000000000000000000000000000
2023-02-24;8011;B;"6M";0.05020672939532532380800000000000000000000000000000
2023-02-24;8011;B;"1Y";0.09061298371021688966100000000000000000000000000000
2023-02-24;8011;B;YTD;0.01591706145254370781000000000000000000000000000000
2023-02-25;8011;B;"1M";0.00858865002707409393000000000000000000000000000000
2023-02-25;8011;B;"3M";0.02586392115394515507000000000000000000000000000000
2023-02-25;8011;B;"6M";0.05024015089691446936100000000000000000000000000000
2023-02-25;8011;B;"1Y";0.09072164751886510897600000000000000000000000000000
2023-02-25;8011;B;YTD;0.01620764645077378282000000000000000000000000000000
2023-02-26;8011;B;"1M";0.00860860004439177966000000000000000000000000000000
2023-02-26;8011;B;"3M";0.02587840302520231835000000000000000000000000000000
2023-02-26;8011;B;"6M";0.05026909969671149544500000000000000000000000000000
2023-02-26;8011;B;"1Y";0.09083033749872361604800000000000000000000000000000
2023-02-26;8011;B;YTD;0.01649836809842693488000000000000000000000000000000
2023-02-27;8011;B;"1M";0.00869943409454317322000000000000000000000000000000
2023-02-27;8011;B;"3M";0.02596484489229842733000000000000000000000000000000
2023-02-27;8011;B;"6M";0.05037163760860402957500000000000000000000000000000
2023-02-27;8011;B;"1Y";0.09101551314906153883300000000000000000000000000000
2023-02-27;8011;B;YTD;0.01686048906965180527000000000000000000000000000000
2023-02-28;8011;B;"1M";0.00862875231233775193000000000000000000000000000000
2023-02-28;8011;B;"3M";0.02588920240391010028000000000000000000000000000000
2023-02-28;8011;B;"6M";0.05030576368245750376600000000000000000000000000000
2023-02-28;8011;B;"1Y";0.09102124972047782884300000000000000000000000000000
2023-02-28;8011;B;YTD;0.01705972392853702065000000000000000000000000000000
2023-03-01;8011;B;"1M";0.00780739643594632097000000000000000000000000000000
2023-03-01;8011;B;"3M";0.02533691129746502861000000000000000000000000000000
2023-03-01;8011;B;"6M";0.04969735860837001242800000000000000000000000000000
2023-03-01;8011;B;"1Y";0.09106711578480878577000000000000000000000000000000
2023-03-01;8011;B;YTD;0.01728847506281263831000000000000000000000000000000
2023-03-02;8011;B;"1M";0.00782975387677846083000000000000000000000000000000
2023-03-02;8011;B;"3M";0.02534011441701781163000000000000000000000000000000
2023-03-02;8011;B;"6M";0.04971270162391626716000000000000000000000000000000
2023-03-02;8011;B;"1Y";0.09116946632178746505200000000000000000000000000000
2023-03-02;8011;B;YTD;0.01757222758988749487000000000000000000000000000000
2023-03-03;8011;B;"1M";0.00784104744124272348000000000000000000000000000000
2023-03-03;8011;B;"3M";0.02533519066090644721000000000000000000000000000000
2023-03-03;8011;B;"6M";0.04972141601318706221800000000000000000000000000000
2023-03-03;8011;B;"1Y";0.09126280202494207308900000000000000000000000000000
2023-03-03;8011;B;YTD;0.01784805445042234208000000000000000000000000000000
2023-03-04;8011;B;"1M";0.00786389919783753013000000000000000000000000000000
2023-03-04;8011;B;"3M";0.02534203061157712358000000000000000000000000000000
2023-03-04;8011;B;"6M";0.04974223548731315090600000000000000000000000000000
2023-03-04;8011;B;"1Y";0.09137284329871244490400000000000000000000000000000
2023-03-04;8011;B;YTD;0.01813576981076722682000000000000000000000000000000
2023-03-05;8011;B;"1M";0.00788680562937168312000000000000000000000000000000
2023-03-05;8011;B;"3M";0.02534928475595187595000000000000000000000000000000
2023-03-05;8011;B;"6M";0.04976791303718276295900000000000000000000000000000
2023-03-05;8011;B;"1Y";0.09147826876522221355500000000000000000000000000000
2023-03-05;8011;B;YTD;0.01842369014524675275000000000000000000000000000000
2023-03-06;8011;B;"1M";0.00791666244165262237000000000000000000000000000000
2023-03-06;8011;B;"3M";0.02547906197919910419000000000000000000000000000000
2023-03-06;8011;B;"6M";0.04979299096893981826400000000000000000000000000000
2023-03-06;8011;B;"1Y";0.09159134897990883278100000000000000000000000000000
2023-03-06;8011;B;YTD;0.01871871624972767181000000000000000000000000000000
2023-03-07;8011;B;"1M";0.00795312790816653497000000000000000000000000000000
2023-03-07;8011;B;"3M";0.02547845064089066826000000000000000000000000000000
2023-03-07;8011;B;"6M";0.04986693618723295237200000000000000000000000000000
2023-03-07;8011;B;"1Y";0.09153779356664642991200000000000000000000000000000
2023-03-07;8011;B;YTD;0.01902030152651752297000000000000000000000000000000
2023-03-08;8011;B;"1M";0.00786622532519619319000000000000000000000000000000
2023-03-08;8011;B;"3M";0.02548391187835713939000000000000000000000000000000
2023-03-08;8011;B;"6M";0.04989177415299215284300000000000000000000000000000
2023-03-08;8011;B;"1Y";0.09164172189055243450300000000000000000000000000000
2023-03-08;8011;B;YTD;0.01930774358801618588000000000000000000000000000000
2023-03-09;8011;B;"1M";0.00781334792709254574000000000000000000000000000000
2023-03-09;8011;B;"3M";0.02535183472297137533000000000000000000000000000000
2023-03-09;8011;B;"6M";0.04985755667268819844800000000000000000000000000000
2023-03-09;8011;B;"1Y";0.09170893967608604406100000000000000000000000000000
2023-03-09;8011;B;YTD;0.01954243897219677176000000000000000000000000000000
2023-03-10;8011;B;"1M";0.00777611109100522570000000000000000000000000000000
2023-03-10;8011;B;"3M";0.02529612066981683622000000000000000000000000000000
2023-03-10;8011;B;"6M";0.04983600418396648412200000000000000000000000000000
2023-03-10;8011;B;"1Y";0.09183393851558989622800000000000000000000000000000
2023-03-10;8011;B;YTD;0.01979114092224553167000000000000000000000000000000
2023-03-11;8011;B;"1M";0.00773893758865773498000000000000000000000000000000
2023-03-11;8011;B;"3M";0.02524359359456270250000000000000000000000000000000
2023-03-11;8011;B;"6M";0.04981776107996598785500000000000000000000000000000
2023-03-11;8011;B;"1Y";0.09196216949415394029200000000000000000000000000000
2023-03-11;8011;B;YTD;0.02004319078316033258000000000000000000000000000000
2023-03-12;8011;B;"1M";0.00770185163491171462000000000000000000000000000000
2023-03-12;8011;B;"3M";0.02519376718334925196000000000000000000000000000000
2023-03-12;8011;B;"6M";0.04992241083468305796000000000000000000000000000000
2023-03-12;8011;B;"1Y";0.09209050674907079019500000000000000000000000000000
2023-03-12;8011;B;YTD;0.02029544561820978527000000000000000000000000000000
2023-03-13;8011;B;"1M";0.00766613702076438686000000000000000000000000000000
2023-03-13;8011;B;"3M";0.02518643719269437138000000000000000000000000000000
2023-03-13;8011;B;"6M";0.04990378354844527479200000000000000000000000000000
2023-03-13;8011;B;"1Y";0.09222004705612607942400000000000000000000000000000
2023-03-13;8011;B;YTD;0.02054893029806717518000000000000000000000000000000
2023-03-14;8011;B;"1M";0.00764409167433752287000000000000000000000000000000
2023-03-14;8011;B;"3M";0.02517577254046222528000000000000000000000000000000
2023-03-14;8011;B;"6M";0.04993001991430072993800000000000000000000000000000
2023-03-14;8011;B;"1Y";0.09239449195301618001100000000000000000000000000000
2023-03-14;8011;B;YTD;0.02083985691985494027000000000000000000000000000000
2023-03-15;8011;B;"1M";0.00769429215425071186000000000000000000000000000000
2023-03-15;8011;B;"3M";0.02512478191246163615000000000000000000000000000000
2023-03-15;8011;B;"6M";0.04991309687064420075400000000000000000000000000000
2023-03-15;8011;B;"1Y";0.09255502941657284383800000000000000000000000000000
2023-03-15;8011;B;YTD;0.02109334159971233017000000000000000000000000000000
2023-03-16;8011;B;"1M";0.00767176380663682421000000000000000000000000000000
2023-03-16;8011;B;"3M";0.02509975860710921310000000000000000000000000000000
2023-03-16;8011;B;"6M";0.04989537193776610959900000000000000000000000000000
2023-03-16;8011;B;"1Y";0.09268561643620360662600000000000000000000000000000
2023-03-16;8011;B;YTD;0.02134969591745489807000000000000000000000000000000
2023-03-17;8011;B;"1M";0.00761690178963190034000000000000000000000000000000
2023-03-17;8011;B;"3M";0.02503661530606163112000000000000000000000000000000
2023-03-17;8011;B;"6M";0.04986220558551684318000000000000000000000000000000
2023-03-17;8011;B;"1Y";0.09279944418665004648700000000000000000000000000000
2023-03-17;8011;B;YTD;0.02159108712336762467000000000000000000000000000000
2023-03-18;8011;B;"1M";0.00758327096470239505000000000000000000000000000000
2023-03-18;8011;B;"3M";0.02498878771945496488000000000000000000000000000000
2023-03-18;8011;B;"6M";0.04984470036439795269800000000000000000000000000000
2023-03-18;8011;B;"1Y";0.09288878632437691709300000000000000000000000000000
2023-03-18;8011;B;YTD;0.02184791971409105556000000000000000000000000000000
2023-03-19;8011;B;"1M";0.00754959040717352700000000000000000000000000000000
2023-03-19;8011;B;"3M";0.02497750252929528987000000000000000000000000000000
2023-03-19;8011;B;"6M";0.04982719753041274884500000000000000000000000000000
2023-03-19;8011;B;"1Y";0.09301921174419638249500000000000000000000000000000
2023-03-19;8011;B;YTD;0.02210488895423759019000000000000000000000000000000
2023-03-20;8011;B;"1M";0.00752165634940602589000000000000000000000000000000
2023-03-20;8011;B;"3M";0.02495499875026013668000000000000000000000000000000
2023-03-20;8011;B;"6M";0.04981473805563489227000000000000000000000000000000
2023-03-20;8011;B;"1Y";0.09315514812033055965400000000000000000000000000000
2023-03-20;8011;B;YTD;0.02236711919717361793000000000000000000000000000000
2023-03-21;8011;B;"1M";0.00753176165112185189000000000000000000000000000000
2023-03-21;8011;B;"3M";0.02495200773190113822000000000000000000000000000000
2023-03-21;8011;B;"6M";0.04984553686984826602500000000000000000000000000000
2023-03-21;8011;B;"1Y";0.09333883224889022837600000000000000000000000000000
2023-03-21;8011;B;YTD;0.02266911442223282639000000000000000000000000000000
2023-03-22;8011;B;"1M";0.00750143606148222940000000000000000000000000000000
2023-03-22;8011;B;"3M";0.02507523281914647003000000000000000000000000000000
2023-03-22;8011;B;"6M";0.04985801045499126611700000000000000000000000000000
2023-03-22;8011;B;"1Y";0.09346804546629468282300000000000000000000000000000
2023-03-22;8011;B;YTD;0.02292751848132196264000000000000000000000000000000
2023-03-23;8011;B;"1M";0.00746874936088630796000000000000000000000000000000
2023-03-23;8011;B;"3M";0.02503377911266678221000000000000000000000000000000
2023-03-23;8011;B;"6M";0.04986955284816734509200000000000000000000000000000
2023-03-23;8011;B;"1Y";0.09360017666611102634400000000000000000000000000000
2023-03-23;8011;B;YTD;0.02318674243694970855000000000000000000000000000000
2023-03-24;8011;B;"1M";0.00741087722708148213000000000000000000000000000000
2023-03-24;8011;B;"3M";0.02498624948491156109000000000000000000000000000000
2023-03-24;8011;B;"6M";0.04984834854987563946400000000000000000000000000000
2023-03-24;8011;B;"1Y";0.09370065562983474269300000000000000000000000000000
2023-03-24;8011;B;YTD;0.02344589806786590260000000000000000000000000000000
2023-03-25;8011;B;"1M";0.00737742657804553844000000000000000000000000000000
2023-03-25;8011;B;"3M";0.02493819765777018247000000000000000000000000000000
2023-03-25;8011;B;"6M";0.04982658831551795510700000000000000000000000000000
2023-03-25;8011;B;"1Y";0.09379946639170846162000000000000000000000000000000
2023-03-25;8011;B;YTD;0.02370464375051282521000000000000000000000000000000
2023-03-26;8011;B;"1M";0.00734406128249147899000000000000000000000000000000
2023-03-26;8011;B;"3M";0.02492199076383767950000000000000000000000000000000
2023-03-26;8011;B;"6M";0.04983159794218841630000000000000000000000000000000
2023-03-26;8011;B;"1Y";0.09392665001695301372800000000000000000000000000000
2023-03-26;8011;B;YTD;0.02396359440729436369000000000000000000000000000000
2023-03-27;8011;B;"1M";0.00724153169676892701000000000000000000000000000000
2023-03-27;8011;B;"3M";0.02495326510447685703000000000000000000000000000000
2023-03-27;8011;B;"6M";0.05000146392558155443800000000000000000000000000000
2023-03-27;8011;B;"1Y";0.09405539765263138025900000000000000000000000000000
2023-03-27;8011;B;YTD;0.02422411653244164187000000000000000000000000000000
2023-03-28;8011;B;"1M";0.00729748370900647571000000000000000000000000000000
2023-03-28;8011;B;"3M";0.02490458958380865278000000000000000000000000000000
2023-03-28;8011;B;"6M";0.04999723395747857546000000000000000000000000000000
2023-03-28;8011;B;"1Y";0.09418017379405343190900000000000000000000000000000
2023-03-28;8011;B;YTD;0.02448170069499214322000000000000000000000000000000
2023-03-29;8011;B;"1M";0.00755477798493436586000000000000000000000000000000
2023-03-29;8011;B;"3M";0.02505042336765561076000000000000000000000000000000
2023-03-29;8011;B;"6M";0.05008961527708901024500000000000000000000000000000
2023-03-29;8011;B;"1Y";0.09430514155281968660400000000000000000000000000000
2023-03-29;8011;B;YTD;0.02474338434023575601000000000000000000000000000000
2023-03-30;8011;B;"1M";0.00781032561564705129000000000000000000000000000000
2023-03-30;8011;B;"3M";0.02500329154297899158000000000000000000000000000000
2023-03-30;8011;B;"6M";0.05005768270494576187600000000000000000000000000000
2023-03-30;8011;B;"1Y";0.09442761837840275153500000000000000000000000000000
2023-03-30;8011;B;YTD;0.02500329154297899158000000000000000000000000000000
2023-03-31;8011;B;"1M";0.00806573888903552082000000000000000000000000000000
2023-03-31;8011;B;"3M";0.02495381105814733288000000000000000000000000000000
2023-03-31;8011;B;"6M";0.05032380288963680976600000000000000000000000000000
2023-03-31;8011;B;"1Y";0.09435171094384346871300000000000000000000000000000
2023-03-31;8011;B;YTD;0.02526306209629915235000000000000000000000000000000
2023-04-01;8011;B;"1M";0.00809455177964277869000000000000000000000000000000
2023-04-01;8011;B;"3M";0.02490442699694757285000000000000000000000000000000
2023-04-01;8011;B;"6M";0.05029151892341653123000000000000000000000000000000
2023-04-01;8011;B;"1Y";0.09446845801292525593200000000000000000000000000000
2023-04-01;8011;B;YTD;0.02552296929904241684000000000000000000000000000000
2023-04-02;8011;B;"1M";0.00806906248363341178000000000000000000000000000000
2023-04-02;8011;B;"3M";0.02485506762600612475000000000000000000000000000000
2023-04-02;8011;B;"6M";0.05025931622336403293000000000000000000000000000000
2023-04-02;8011;B;"1Y";0.09458530973270708429200000000000000000000000000000
2023-04-02;8011;B;YTD;0.02578308147592033579000000000000000000000000000000
2023-04-03;8011;B;"1M";0.00805714248506949019000000000000000000000000000000
2023-04-03;8011;B;"3M";0.02481146869244402730000000000000000000000000000000
2023-04-03;8011;B;"6M";0.05025672715935344078900000000000000000000000000000
2023-04-03;8011;B;"1Y";0.09470832336470408394400000000000000000000000000000
2023-04-03;8011;B;YTD;0.02604900125328016371000000000000000000000000000000
2023-04-04;8011;B;"1M";0.00802406319716463915000000000000000000000000000000
2023-04-04;8011;B;"3M";0.02475995296787124521000000000000000000000000000000
2023-04-04;8011;B;"6M";0.05056203782625308735300000000000000000000000000000
2023-04-04;8011;B;"1Y";0.09476771512742402342900000000000000000000000000000
2023-04-04;8011;B;YTD;0.02630535557102269279000000000000000000000000000000
2023-04-05;8011;B;"1M";0.00798764655692110908000000000000000000000000000000
2023-04-05;8011;B;"3M";0.02470421438995505709000000000000000000000000000000
2023-04-05;8011;B;"6M";0.05052264272392570879100000000000000000000000000000
2023-04-05;8011;B;"1Y";0.09487655414513911952000000000000000000000000000000
2023-04-05;8011;B;YTD;0.02655849862732232342000000000000000000000000000000
2023-04-06;8011;B;"1M";0.00799069883487270750000000000000000000000000000000
2023-04-06;8011;B;"3M";0.02467892155057985743000000000000000000000000000000
2023-04-06;8011;B;"6M";0.05053156372134642203700000000000000000000000000000
2023-04-06;8011;B;"1Y";0.09503497618320426012000000000000000000000000000000
2023-04-06;8011;B;YTD;0.02685899070872739103000000000000000000000000000000
2023-04-07;8011;B;"1M";0.00794361198130065940000000000000000000000000000000
2023-04-07;8011;B;"3M";0.02462680285328016009000000000000000000000000000000
2023-04-07;8011;B;"6M";0.05048852787564776252900000000000000000000000000000
2023-04-07;8011;B;"1Y";0.09503974685554432056700000000000000000000000000000
2023-04-07;8011;B;YTD;0.02711500340291217818000000000000000000000000000000
2023-04-08;8011;B;"1M";0.00791060490270482430000000000000000000000000000000
2023-04-08;8011;B;"3M";0.02457457412781911113000000000000000000000000000000
2023-04-08;8011;B;"6M";0.05044544009411419692500000000000000000000000000000
2023-04-08;8011;B;"1Y";0.09462233131774855470800000000000000000000000000000
2023-04-08;8011;B;YTD;0.02737108442180853866000000000000000000000000000000
2023-04-09;8011;B;"1M";0.00796286507131475550000000000000000000000000000000
2023-04-09;8011;B;"3M";0.02433741865007473033000000000000000000000000000000
2023-04-09;8011;B;"6M";0.05045191709015870393900000000000000000000000000000
2023-04-09;8011;B;"1Y";0.09468497464096872586300000000000000000000000000000
2023-04-09;8011;B;YTD;0.02766091784821153316000000000000000000000000000000
2023-04-10;8011;B;"1M";0.00800145735638017670000000000000000000000000000000
2023-04-10;8011;B;"3M";0.02432878069531144605000000000000000000000000000000
2023-04-10;8011;B;"6M";0.05045837994447559982800000000000000000000000000000
2023-04-10;8011;B;"1Y";0.09474764877953260673200000000000000000000000000000
2023-04-10;8011;B;YTD;0.02795095624874916664000000000000000000000000000000
2023-04-11;8011;B;"1M";0.00803638739676790394000000000000000000000000000000
2023-04-11;8011;B;"3M";0.02434476762255144132000000000000000000000000000000
2023-04-11;8011;B;"6M";0.05046383031000180375600000000000000000000000000000
2023-04-11;8011;B;"1Y";0.09440205980823646294800000000000000000000000000000
2023-04-11;8011;B;YTD;0.02824065302572904083000000000000000000000000000000
2023-04-12;8011;B;"1M";0.00806868689871996882000000000000000000000000000000
2023-04-12;8011;B;"3M";0.02435794779829268522000000000000000000000000000000
2023-04-12;8011;B;"6M";0.05046727863274446946900000000000000000000000000000
2023-04-12;8011;B;"1Y";0.09449407250382256676600000000000000000000000000000
2023-04-12;8011;B;YTD;0.02852789011309308698000000000000000000000000000000
2023-04-13;8011;B;"1M";0.00809674288518112727000000000000000000000000000000
2023-04-13;8011;B;"3M";0.02436854743374949299000000000000000000000000000000
2023-04-13;8011;B;"6M";0.05046612005198705771100000000000000000000000000000
2023-04-13;8011;B;"1Y";0.09453718749105046215500000000000000000000000000000
2023-04-13;8011;B;YTD;0.02881205258843726076000000000000000000000000000000
2023-04-14;8011;B;"1M";0.00809543936301479191000000000000000000000000000000
2023-04-14;8011;B;"3M";0.02438675540900729701000000000000000000000000000000
2023-04-14;8011;B;"6M";0.05051738575435382870400000000000000000000000000000
2023-04-14;8011;B;"1Y";0.09452596730321890716600000000000000000000000000000
2023-04-14;8011;B;YTD;0.02910400408089832206000000000000000000000000000000
2023-04-15;8011;B;"1M";0.00813237321688642583000000000000000000000000000000
2023-04-15;8011;B;"3M";0.02440638488413128811000000000000000000000000000000
2023-04-15;8011;B;"6M";0.05052314358200372178700000000000000000000000000000
2023-04-15;8011;B;"1Y";0.09460018588858238510500000000000000000000000000000
2023-04-15;8011;B;YTD;0.02939725374287889283000000000000000000000000000000
2023-04-16;8011;B;"1M";0.00816672371822481864000000000000000000000000000000
2023-04-16;8011;B;"3M";0.02442676328239707971000000000000000000000000000000
2023-04-16;8011;B;"6M";0.05052903056349932281500000000000000000000000000000
2023-04-16;8011;B;"1Y";0.09467466280413831659700000000000000000000000000000
2023-04-16;8011;B;YTD;0.02969077670370568321000000000000000000000000000000
2023-04-17;8011;B;"1M";0.00820231407169614588000000000000000000000000000000
2023-04-17;8011;B;"3M";0.02443597934742247258000000000000000000000000000000
2023-04-17;8011;B;"6M";0.05051944632717791516700000000000000000000000000000
2023-04-17;8011;B;"1Y";0.09473419946844426131100000000000000000000000000000
