"fecha";"Run Fondo";"nombre_fm";"rut_emisor";"dig_r_emisor";"fecha_ven";"nemotecnico_instrumento";"codigo_pais_emisor";"tipo_instrumento";"situacion_instrumento";"clasificacion_riesgo";"codigo_grupo_empresa";"cantidad_unidades";"tipo_unidades";"tir";"valor_par";"valor_relevante";"cod_val";"base_tasa";"tipo_interes";"valorizacion_cierre";"codigo_moneda_liquidacion";"codigo_pais_transaccion";"percent_capital_emisor";"percent_activo_emisor";"percent_activo_fondo"
2023-01-01;"8011";VISION MONEY MARKET;97018000;"1";2023-02-01;BBBVK30212;CL;BB;1;AAA;32;1500;UF;8.15;;;1;365;RC;0;$$;CL;0.000;0.000;0.000
2023-01-01;"8011";VISION MONEY MARKET;97018000;"1";2023-02-01;BBBVK30212;CL;BB;1;AAA;32;3500;UF;8.15;;;1;365;RC;0;$$;CL;0.000;0.000;0.000
2023-01-01;"8011";VISION MONEY MARKET;97018000;"1";2023-02-01;BBBVK30212;CL;BB;1;AAA;32;1000;UF;8.15;;;1;365;RC;0;$$;CL;0.000;0.000;0.000
2023-01-01;"8011";VISION MONEY MARKET;97018000;"1";2023-02-01;BBBVK30212;CL;BB;1;AAA;32;3000;UF;8.15;;;1;365;RC;0;$$;CL;0.000;0.000;0.000
2023-01-01;"8011";VISION MONEY MARKET;97018000;"1";2023-02-01;BBBVK30212;CL;BB;1;AAA;32;10000;UF;8.15;;;1;365;RC;0;$$;CL;0.000;0.000;0.000
2023-01-01;"8011";VISION MONEY MARKET;97018000;"1";2023-02-01;BBBVK30212;CL;BB;1;AAA;32;11500;UF;8.15;;;1;365;RC;0;$$;CL;0.000;0.000;0.000
2023-01-01;"8011";VISION MONEY MARKET;97018000;"1";2023-02-01;BBBVK30212;CL;BB;1;AAA;32;1000;UF;8.15;;;1;365;RC;0;$$;CL;0.000;0.000;0.000
2023-01-01;"8011";VISION MONEY MARKET;97018000;"1";2023-02-01;BBBVK30212;CL;BB;1;AAA;32;14500;UF;8.15;;;1;365;RC;0;$$;CL;0.000;0.000;0.000
2023-01-01;"8011";VISION MONEY MARKET;97018000;"1";2024-02-01;BBBVK40212;CL;BB;1;AAA;32;2000;UF;5.03;;;1;365;RC;68877;$$;CL;0.000;0.000;0.032
2023-01-01;"8011";VISION MONEY MARKET;97018000;"1";2024-07-01;BBBVK70714;CL;BB;1;AAA;32;1000;UF;4.51;;;1;365;RC;35024;$$;CL;0.000;0.000;0.016
2023-01-01;"8011";VISION MONEY MARKET;97080000;K;2024-02-01;BBIC730218;CL;BB;1;AA;2;20000;UF;5.03;;;1;365;RC;684731;$$;CL;0.000;0.007;0.319
2023-01-01;"8011";VISION MONEY MARKET;97018000;"1";2023-07-01;BBNSAK0118;CL;BB;1;AAA;32;5000;UF;6.35;;;1;365;RC;173418;$$;CL;0.000;0.000;0.081
2023-01-01;"8011";VISION MONEY MARKET;97018000;"1";2023-07-01;BBNSAK0118;CL;BB;1;AAA;32;15000;UF;6.35;;;1;365;RC;522975;$$;CL;0.000;0.001;0.244
2023-01-01;"8011";VISION MONEY MARKET;97018000;"1";2023-05-01;BBNS-Q0513;CL;BB;1;AAA;32;6000;UF;5.67;;;1;365;RC;213008;$$;CL;0.000;0.001;0.099
2023-01-01;"8011";VISION MONEY MARKET;97018000;"1";2024-04-01;BBNS-W0414;CL;BB;1;AAA;32;4000;UF;4.60;;;1;365;RC;139595;$$;CL;0.000;0.000;0.065
2023-01-01;"8011";VISION MONEY MARKET;76362099;"9";2023-07-01;BBTG-B0718;CL;BB;1;AA;44;10000;UF;6.76;;;1;365;RC;346385;$$;CL;0.000;0.012;0.161
2023-01-01;"8011";VISION MONEY MARKET;76362099;"9";2023-07-01;BBTG-B0718;CL;BB;1;AA;44;3000;UF;6.76;;;1;365;RC;103915;$$;CL;0.000;0.004;0.048
2023-01-01;"8011";VISION MONEY MARKET;76362099;"9";2023-07-01;BBTG-B0718;CL;BB;1;AA;44;2000;UF;6.76;;;1;365;RC;69277;$$;CL;0.000;0.002;0.032
2023-01-01;"8011";VISION MONEY MARKET;76362099;"9";2023-07-01;BBTG-B0718;CL;BB;1;AA;44;12000;UF;6.76;;;1;365;RC;414750;$$;CL;0.000;0.015;0.193
2023-01-01;"8011";VISION MONEY MARKET;97004000;"5";2023-05-01;BCHIAS0513;CL;BB;1;AAA;3;1000;UF;5.67;;;1;365;RC;35414;$$;CL;0.000;0.000;0.016
2023-01-01;"8011";VISION MONEY MARKET;97004000;"5";2023-05-01;BCHIAS0513;CL;BB;1;AAA;3;6000;UF;5.67;;;1;365;RC;212076;$$;CL;0.000;0.000;0.099
2023-01-01;"8011";VISION MONEY MARKET;97004000;"5";2023-05-01;BCHIAS0513;CL;BB;1;AAA;3;5000;UF;5.67;;;1;365;RC;176730;$$;CL;0.000;0.000;0.082
2023-01-01;"8011";VISION MONEY MARKET;97030000;"7";2023-10-01;BESTX10418;CL;BB;1;AAA;21;3000;UF;6.22;;;1;365;RC;104594;$$;CL;0.000;0.000;0.049
2023-01-01;"8011";VISION MONEY MARKET;97030000;"7";2023-11-01;BESTX20518;CL;BB;1;AAA;21;13000;UF;5.43;;;1;365;RC;452529;$$;CL;0.000;0.001;0.211
2023-01-01;"8011";VISION MONEY MARKET;97030000;"7";2023-11-01;BESTX20518;CL;BB;1;AAA;21;9000;UF;5.43;;;1;365;RC;313070;$$;CL;0.000;0.001;0.146
2023-01-01;"8011";VISION MONEY MARKET;97030000;"7";2023-11-01;BESTX20518;CL;BB;1;AAA;21;13500;UF;5.43;;;1;365;RC;469605;$$;CL;0.000;0.001;0.219
2023-01-01;"8011";VISION MONEY MARKET;97030000;"7";2023-11-01;BESTX20518;CL;BB;1;AAA;21;2000;UF;5.43;;;1;365;RC;69620;$$;CL;0.000;0.000;0.032
2023-01-01;"8011";VISION MONEY MARKET;96678790;"2";2024-03-01;BFORU-BO;CL;BE;1;AA;0;4000;UF;7.24;;;1;365;RC;134706;$$;CL;0.000;0.067;0.063
2023-01-01;"8011";VISION MONEY MARKET;97011000;"3";2023-03-01;BINT-J0318;CL;BB;1;AA;136;16500;UF;7.58;;;1;365;RC;584884;$$;CL;0.000;0.015;0.272
2023-01-01;"8011";VISION MONEY MARKET;97011000;"3";2023-03-01;BINT-J0318;CL;BB;1;AA;136;18000;UF;7.58;;;1;365;RC;638702;$$;CL;0.000;0.017;0.297
2023-01-01;"8011";VISION MONEY MARKET;97011000;"3";2023-03-01;BINT-J0318;CL;BB;1;AA;136;10500;UF;7.58;;;1;365;RC;372456;$$;CL;0.000;0.010;0.173
2023-01-01;"8011";VISION MONEY MARKET;97011000;"3";2023-03-01;BINT-J0318;CL;BB;1;AA;136;40000;UF;7.58;;;1;365;RC;1418882;$$;CL;0.000;0.038;0.661
2023-01-01;"8011";VISION MONEY MARKET;97011000;"3";2023-03-01;BINT-J0318;CL;BB;1;AA;136;8000;UF;7.58;;;1;365;RC;283867;$$;CL;0.000;0.008;0.132
2023-01-01;"8011";VISION MONEY MARKET;97011000;"3";2023-03-01;BINT-J0318;CL;BB;1;AA;136;5000;UF;7.58;;;1;365;RC;177417;$$;CL;0.000;0.005;0.083
2023-01-01;"8011";VISION MONEY MARKET;97011000;"3";2023-03-01;BINT-J0318;CL;BB;1;AA;136;20000;UF;7.58;;;1;365;RC;708951;$$;CL;0.000;0.019;0.330
2023-01-01;"8011";VISION MONEY MARKET;97023000;"9";2023-05-01;BITAQ10512;CL;BB;1;AA;76;8000;UF;6.65;;;1;365;RC;284143;$$;CL;0.000;0.001;0.132
2023-01-01;"8011";VISION MONEY MARKET;97029000;"1";2023-02-01;BNPDBC010223;CL;PDBC;1;NA;0;600000000;$$;0.90;;;1;30;NL;600000;$$;CL;0.000;0.001;0.279
2023-01-01;"8011";VISION MONEY MARKET;97029000;"1";2023-02-01;BNPDBC010223;CL;PDBC;1;NA;0;500000000;$$;0.90;;;1;30;NL;500000;$$;CL;0.000;0.001;0.233
2023-01-01;"8011";VISION MONEY MARKET;97029000;"1";2023-02-02;BNPDBC020223;CL;PDBC;1;NA;0;5000000000;$$;0.91;;;1;30;NL;4998459;$$;CL;0.000;0.006;2.328
2023-01-01;"8011";VISION MONEY MARKET;97029000;"1";2023-02-03;BNPDBC030223;CL;PDBC;1;NA;0;2000000000;$$;0.92;;;1;30;NL;1998754;$$;CL;0.000;0.002;0.931
2023-01-01;"8011";VISION MONEY MARKET;97029000;"1";2023-02-06;BNPDBC060223;CL;PDBC;1;NA;0;1000000000;$$;0.93;;;1;30;NL;998452;$$;CL;0.000;0.001;0.465
2023-01-01;"8011";VISION MONEY MARKET;97029000;"1";2023-03-06;BNPDBC060323;CL;PDBC;1;NA;0;1000000000;$$;0.92;;;1;30;NL;989874;$$;CL;0.000;0.001;0.461
2023-01-01;"8011";VISION MONEY MARKET;97029000;"1";2023-02-07;BNPDBC070223;CL;PDBC;1;NA;0;1500000000;$$;0.93;;;1;30;NL;1497215;$$;CL;0.000;0.002;0.697
2023-01-01;"8011";VISION MONEY MARKET;97004000;"5";2023-05-01;BCHIAS0513;CL;BB;1;AAA;3;10000;UF;5.67;;;1;365;RC;353460;$$;CL;0.000;0.001;0.165
2023-01-01;"8011";VISION MONEY MARKET;97004000;"5";2023-06-01;BCHIEA0617;CL;BB;1;AAA;3;17000;UF;4.22;;;1;365;RC;592152;$$;CL;0.000;0.001;0.276
2023-01-01;"8011";VISION MONEY MARKET;97004000;"5";2023-06-01;BCHIEA0617;CL;BB;1;AAA;3;13000;UF;4.22;;;1;365;RC;452822;$$;CL;0.000;0.001;0.211
2023-01-01;"8011";VISION MONEY MARKET;97004000;"5";2024-05-01;BCHIED1117;CL;BB;1;AAA;3;3000;UF;4.61;;;1;365;RC;102305;$$;CL;0.000;0.000;0.048
2023-01-01;"8011";VISION MONEY MARKET;97004000;"5";2023-10-01;BCHIUR1011;CL;BB;1;AAA;3;50000;UF;6.52;;;1;365;RC;1751440;$$;CL;0.000;0.004;0.816
2023-01-01;"8011";VISION MONEY MARKET;97004000;"5";2023-10-01;BCHIUR1011;CL;BB;1;AAA;3;15000;UF;6.52;;;1;365;RC;525432;$$;CL;0.000;0.001;0.245
2023-01-01;"8011";VISION MONEY MARKET;97004000;"5";2023-10-01;BCHIUR1011;CL;BB;1;AAA;3;10000;UF;6.52;;;1;365;RC;350288;$$;CL;0.000;0.001;0.163
2023-01-01;"8011";VISION MONEY MARKET;97004000;"5";2023-10-01;BCHIUR1011;CL;BB;1;AAA;3;10000;UF;6.52;;;1;365;RC;350288;$$;CL;0.000;0.001;0.163
2023-01-01;"8011";VISION MONEY MARKET;97004000;"5";2023-10-01;BCHIUR1011;CL;BB;1;AAA;3;8000;UF;6.52;;;1;365;RC;280230;$$;CL;0.000;0.001;0.131
2023-01-01;"8011";VISION MONEY MARKET;97004000;"5";2023-02-01;BCHIUS0212;CL;BB;1;AAA;3;6000;UF;8.00;;;1;365;RC;0;$$;CL;0.000;0.000;0.000
2023-01-01;"8011";VISION MONEY MARKET;97004000;"5";2023-07-01;BCHIUT0112;CL;BB;1;AAA;3;2000;UF;5.79;;;1;365;RC;69938;$$;CL;0.000;0.000;0.033
2023-01-01;"8011";VISION MONEY MARKET;97004000;"5";2023-07-01;BCHIUT0112;CL;BB;1;AAA;3;3000;UF;5.79;;;1;365;RC;104796;$$;CL;0.000;0.000;0.049
2023-01-01;"8011";VISION MONEY MARKET;97004000;"5";2023-07-01;BCHIUT0112;CL;BB;1;AAA;3;13000;UF;5.79;;;1;365;RC;454598;$$;CL;0.000;0.001;0.212
2023-01-01;"8011";VISION MONEY MARKET;97004000;"5";2023-07-01;BCHIUT0112;CL;BB;1;AAA;3;12000;UF;5.79;;;1;365;RC;419629;$$;CL;0.000;0.001;0.195
2023-01-01;"8011";VISION MONEY MARKET;97004000;"5";2023-07-01;BCHIUT0112;CL;BB;1;AAA;3;5000;UF;5.79;;;1;365;RC;174845;$$;CL;0.000;0.000;0.081
2023-01-01;"8011";VISION MONEY MARKET;97004000;"5";2023-07-01;BCHIUT0112;CL;BB;1;AAA;3;5000;UF;5.79;;;1;365;RC;174845;$$;CL;0.000;0.000;0.081
2023-01-01;"8011";VISION MONEY MARKET;97004000;"5";2023-07-01;BCHIUT0112;CL;BB;1;AAA;3;10000;UF;5.79;;;1;365;RC;349690;$$;CL;0.000;0.001;0.163
2023-01-01;"8011";VISION MONEY MARKET;99500410;"0";2023-03-25;BCNOAQ0318;CL;BB;1;AA;16;10000;UF;6.38;;;1;365;RC;352831;$$;CL;0.000;0.005;0.164
2023-01-01;"8011";VISION MONEY MARKET;99500410;"0";2023-03-25;BCNOAQ0318;CL;BB;1;AA;16;10000;UF;6.38;;;1;365;RC;353832;$$;CL;0.000;0.067;0.165
2023-01-01;"8011";VISION MONEY MARKET;97029000;"1";2023-03-01;BCU0300323;CL;BCU;1;NA;0;2500;UF;6.98;;;1;365;RC;89302;$$;CL;0.000;0.000;0.042
2023-01-01;"8011";VISION MONEY MARKET;90690000;"9";2023-09-15;BECOP-H;CL;BE;1;AA;1;300000000;$$;11.60;;;1;365;RC;99461;$$;CL;0.000;0.000;0.046
2023-01-01;"8011";VISION MONEY MARKET;90690000;"9";2023-09-15;BECOP-H;CL;BE;1;AA;1;100000000;$$;11.60;;;1;365;RC;33154;$$;CL;0.000;0.000;0.015
2023-01-01;"8011";VISION MONEY MARKET;96970380;"7";2030-08-14;BENJO-S;CL;BE;1;B;144;329391948;$$;35.87;;;1;365;RC;100305;$$;CL;0.000;0.012;0.047
2023-01-01;"8011";VISION MONEY MARKET;97030000;"7";2023-05-01;BESTS70517;CL;BB;1;AAA;21;7000;UF;5.30;;;1;365;RC;247727;$$;CL;0.000;0.000;0.115
2023-01-01;"8011";VISION MONEY MARKET;97030000;"7";2023-05-01;BESTS70517;CL;BB;1;AAA;21;9000;UF;5.30;;;1;365;RC;318506;$$;CL;0.000;0.001;0.148
2023-01-01;"8011";VISION MONEY MARKET;97030000;"7";2023-05-01;BESTS70517;CL;BB;1;AAA;21;14000;UF;5.30;;;1;365;RC;493195;$$;CL;0.000;0.001;0.230
2023-01-01;"8011";VISION MONEY MARKET;97030000;"7";2023-05-01;BESTS70517;CL;BB;1;AAA;21;10000;UF;5.30;;;1;365;RC;352282;$$;CL;0.000;0.001;0.164
2023-01-01;"8011";VISION MONEY MARKET;97030000;"7";2023-05-01;BESTS70517;CL;BB;1;AAA;21;10000;UF;5.30;;;1;365;RC;353757;$$;CL;0.000;0.001;0.165
2023-01-01;"8011";VISION MONEY MARKET;97030000;"7";2023-10-01;BESTX10418;CL;BB;1;AAA;21;1000;UF;6.22;;;1;365;RC;34865;$$;CL;0.000;0.000;0.016
2023-01-01;"8011";VISION MONEY MARKET;97030000;"7";2023-10-01;BESTX10418;CL;BB;1;AAA;21;16500;UF;6.22;;;1;365;RC;575266;$$;CL;0.000;0.001;0.268
2023-01-01;"8011";VISION MONEY MARKET;97030000;"7";2023-10-01;BESTX10418;CL;BB;1;AAA;21;10000;UF;6.22;;;1;365;RC;348646;$$;CL;0.000;0.001;0.162
2023-01-01;"8011";VISION MONEY MARKET;97053000;"2";2023-08-01;BSECB70218;CL;BB;1;AA;35;11000;UF;5.95;;;1;365;RC;378872;$$;CL;0.000;0.004;0.176
2023-01-01;"8011";VISION MONEY MARKET;97053000;"2";2024-02-01;BSECB80818;CL;BB;1;AA;35;5000;UF;5.28;;;1;365;RC;170307;$$;CL;0.000;0.002;0.079
2023-01-01;"8011";VISION MONEY MARKET;97053000;"2";2023-10-01;BSECK41013;CL;BB;1;AA;35;10000;UF;6.20;;;1;365;RC;349785;$$;CL;0.000;0.004;0.163
2023-01-01;"8011";VISION MONEY MARKET;97053000;"2";2023-10-01;BSECK41013;CL;BB;1;AA;35;4000;UF;6.20;;;1;365;RC;139914;$$;CL;0.000;0.001;0.065
2023-01-01;"8011";VISION MONEY MARKET;97036000;K;2023-02-01;BSTD070216;CL;BB;1;AAA;14;12000;UF;7.96;;;1;365;RC;0;$$;CL;0.000;0.000;0.000
2023-01-01;"8011";VISION MONEY MARKET;97036000;K;2024-02-01;BSTD090216;CL;BB;1;AAA;14;7000;UF;5.02;;;1;365;RC;241147;$$;CL;0.000;0.000;0.112
2023-01-01;"8011";VISION MONEY MARKET;97036000;K;2024-02-01;BSTD090216;CL;BB;1;AAA;14;12000;UF;5.02;;;1;365;RC;413394;$$;CL;0.000;0.001;0.193
2023-01-01;"8011";VISION MONEY MARKET;97036000;K;2024-08-01;BSTD100216;CL;BB;1;AAA;14;2000;UF;4.19;;;1;365;RC;68916;$$;CL;0.000;0.000;0.032
2023-01-01;"8011";VISION MONEY MARKET;97036000;K;2023-09-01;BSTDEC0913;CL;BB;1;AAA;14;27000;UF;6.25;;;1;365;RC;947794;$$;CL;0.000;0.002;0.441
2023-01-01;"8011";VISION MONEY MARKET;97036000;K;2023-09-01;BSTDEC0913;CL;BB;1;AAA;14;12000;UF;6.25;;;1;365;RC;421242;$$;CL;0.000;0.001;0.196
2023-01-01;"8011";VISION MONEY MARKET;97036000;K;2023-09-01;BSTDEC0913;CL;BB;1;AAA;14;10000;UF;6.25;;;1;365;RC;352334;$$;CL;0.000;0.001;0.164
2023-01-01;"8011";VISION MONEY MARKET;97036000;K;2024-01-01;BSTDEF0114;CL;BB;1;AAA;14;17000;UF;5.10;;;1;365;RC;590800;$$;CL;0.000;0.001;0.275
2023-01-01;"8011";VISION MONEY MARKET;97036000;K;2024-07-01;BSTDSA0714;CL;BB;1;AAA;14;9000;UF;4.51;;;1;365;RC;311328;$$;CL;0.000;0.001;0.145
2023-01-01;"8011";VISION MONEY MARKET;60805000;"0";2023-03-01;BTU0130323;CL;BTU;1;NA;0;15000;UF;6.98;;;1;365;RC;531243;$$;CL;0.000;0.001;0.247
2023-01-01;"8011";VISION MONEY MARKET;60805000;"0";2023-03-01;BTU0130323;CL;BTU;1;NA;0;23500;UF;6.98;;;1;365;RC;832411;$$;CL;0.000;0.001;0.388
2023-01-01;"8011";VISION MONEY MARKET;60805000;"0";2023-03-01;BTU0130323;CL;BTU;1;NA;0;3000;UF;6.98;;;1;365;RC;106265;$$;CL;0.000;0.000;0.049
2023-01-01;"8011";VISION MONEY MARKET;60805000;"0";2023-03-01;BTU0130323;CL;BTU;1;NA;0;12000;UF;6.98;;;1;365;RC;425061;$$;CL;0.000;0.000;0.198
2023-01-01;"8011";VISION MONEY MARKET;60805000;"0";2023-03-01;BTU0130323;CL;BTU;1;NA;0;9000;UF;6.98;;;1;365;RC;318247;$$;CL;0.000;0.000;0.148
2023-01-01;"8011";VISION MONEY MARKET;60805000;"0";2023-03-01;BTU0130323;CL;BTU;1;NA;0;15000;UF;6.98;;;1;365;RC;531326;$$;CL;0.000;0.001;0.247
2023-01-01;"8011";VISION MONEY MARKET;60805000;"0";2023-03-01;BTU0130323;CL;BTU;1;NA;0;6000;UF;6.98;;;1;365;RC;212154;$$;CL;0.000;0.000;0.099
2023-01-01;"8011";VISION MONEY MARKET;60805000;"0";2026-03-01;BTU0150326;CL;BTU;1;NA;0;1000;UF;2.50;;;1;365;RC;34668;$$;CL;0.000;0.000;0.016
2023-01-01;"8011";VISION MONEY MARKET;97006000;"6";2023-03-03;FNBCI-030323;CL;DPC;1;N-1;13;200000000;$$;0.95;;;1;30;NL;198088;$$;CL;0.000;0.000;0.092
2023-01-01;"8011";VISION MONEY MARKET;97006000;"6";2023-03-03;FNBCI-030323;CL;DPC;1;N-1;13;450000000;$$;0.95;;;1;30;NL;445809;$$;CL;0.000;0.001;0.208
2023-01-01;"8011";VISION MONEY MARKET;97006000;"6";2023-05-04;FNBCI-040523;CL;DPC;1;N-1;13;1000000000;$$;0.94;;;1;30;NL;971691;$$;CL;0.000;0.001;0.453
2023-01-01;"8011";VISION MONEY MARKET;97006000;"6";2023-05-04;FNBCI-040523;CL;DPC;1;N-1;13;400000000;$$;0.94;;;1;30;NL;388792;$$;CL;0.000;0.001;0.181
2023-01-01;"8011";VISION MONEY MARKET;97006000;"6";2023-08-04;FNBCI-040823;CL;DPC;1;N-1;13;1050000000;$$;0.89;;;1;30;NL;995651;$$;CL;0.000;0.001;0.464
2023-01-01;"8011";VISION MONEY MARKET;97006000;"6";2023-08-04;FNBCI-040823;CL;DPC;1;N-1;13;500000000;$$;0.89;;;1;30;NL;474672;$$;CL;0.000;0.001;0.221
2023-01-01;"8011";VISION MONEY MARKET;97006000;"6";2023-08-04;FNBCI-040823;CL;DPC;1;N-1;13;400000000;$$;0.89;;;1;30;NL;379958;$$;CL;0.000;0.001;0.177
2023-01-01;"8011";VISION MONEY MARKET;97006000;"6";2023-09-04;FNBCI-040923;CL;DPC;1;N-1;13;350000000;$$;0.87;;;1;30;NL;329349;$$;CL;0.000;0.000;0.153
2023-01-01;"8011";VISION MONEY MARKET;97006000;"6";2023-10-04;FNBCI-041023;CL;DPC;1;N-1;13;250000000;$$;0.85;;;1;30;NL;233329;$$;CL;0.000;0.000;0.109
2023-01-01;"8011";VISION MONEY MARKET;97006000;"6";2023-05-05;FNBCI-050523;CL;DPC;1;N-1;13;40000000;$$;0.94;;;1;30;NL;38862;$$;CL;0.000;0.000;0.018
2023-01-01;"8011";VISION MONEY MARKET;97006000;"6";2023-03-07;FNBCI-070323;CL;DPC;1;N-1;13;946786675;$$;0.95;;;1;30;NL;936807;$$;CL;0.000;0.001;0.436
2023-01-01;"8011";VISION MONEY MARKET;97006000;"6";2023-08-07;FNBCI-070823;CL;DPC;1;N-1;13;4000000000;$$;0.89;;;1;30;NL;3785286;$$;CL;0.000;0.005;1.763
2023-01-01;"8011";VISION MONEY MARKET;97006000;"6";2023-02-10;FNBCI-100223;CL;DPC;1;N-1;13;100000000;$$;0.93;;;1;30;NL;99719;$$;CL;0.000;0.000;0.046
2023-01-01;"8011";VISION MONEY MARKET;97006000;"6";2023-08-10;FNBCI-100823;CL;DPC;1;N-1;13;100000000;$$;0.92;;;1;30;NL;94607;$$;CL;0.000;0.000;0.044
2023-01-01;"8011";VISION MONEY MARKET;97006000;"6";2023-08-10;FNBCI-100823;CL;DPC;1;N-1;13;600000000;$$;0.92;;;1;30;NL;567304;$$;CL;0.000;0.001;0.264
2023-01-01;"8011";VISION MONEY MARKET;97006000;"6";2023-10-10;FNBCI-101023;CL;DPC;1;N-1;13;1500000000;$$;0.84;;;1;30;NL;1398223;$$;CL;0.000;0.002;0.651
2023-01-01;"8011";VISION MONEY MARKET;97006000;"6";2023-10-10;FNBCI-101023;CL;DPC;1;N-1;13;281561133;$$;0.84;;;1;30;NL;262252;$$;CL;0.000;0.000;0.122
2023-01-01;"8011";VISION MONEY MARKET;97006000;"6";2023-10-10;FNBCI-101023;CL;DPC;1;N-1;13;500000000;$$;0.84;;;1;30;NL;466074;$$;CL;0.000;0.001;0.217
2023-01-01;"8011";VISION MONEY MARKET;97006000;"6";2024-01-12;FNBCI-120124;CL;DPC;1;N-1;13;400000000;$$;0.79;;;1;30;NL;367074;$$;CL;0.000;0.001;0.171
2023-01-01;"8011";VISION MONEY MARKET;97006000;"6";2023-05-12;FNBCI-120523;CL;DPC;1;N-1;13;2000000000;$$;0.94;;;1;30;NL;1938924;$$;CL;0.000;0.003;0.903
2023-01-01;"8011";VISION MONEY MARKET;97006000;"6";2023-03-13;FNBCI-130323;CL;DPC;1;N-1;13;1000000000;$$;0.95;;;1;30;NL;987492;$$;CL;0.000;0.001;0.460
2023-01-01;"8011";VISION MONEY MARKET;97006000;"6";2023-09-15;FNBCI-150923;CL;DPC;1;N-1;13;2000000000;$$;0.86;;;1;30;NL;1879055;$$;CL;0.000;0.003;0.875
2023-01-01;"8011";VISION MONEY MARKET;97006000;"6";2023-08-16;FNBCI-160823;CL;DPC;1;N-1;13;900000000;$$;0.91;;;1;30;NL;848982;$$;CL;0.000;0.001;0.395
2023-01-01;"8011";VISION MONEY MARKET;97006000;"6";2023-10-17;FNBCI-171023;CL;DPC;1;N-1;13;500000000;$$;0.84;;;1;30;NL;465421;$$;CL;0.000;0.001;0.217
2023-01-01;"8011";VISION MONEY MARKET;97006000;"6";2023-10-17;FNBCI-171023;CL;DPC;1;N-1;13;1000000000;$$;0.84;;;1;30;NL;930843;$$;CL;0.000;0.001;0.434
2023-01-01;"8011";VISION MONEY MARKET;97029000;"1";2023-02-09;BNPDBC090223;CL;PDBC;1;NA;0;1000000000;$$;0.92;;;1;30;NL;997506;$$;CL;0.000;0.001;0.465
2023-01-01;"8011";VISION MONEY MARKET;97029000;"1";2023-02-10;BNPDBC100223;CL;PDBC;1;NA;0;900000000;$$;0.91;;;1;30;NL;897496;$$;CL;0.000;0.001;0.418
2023-01-01;"8011";VISION MONEY MARKET;97029000;"1";2023-02-10;BNPDBC100223;CL;PDBC;1;NA;0;2000000000;$$;0.91;;;1;30;NL;1994406;$$;CL;0.000;0.002;0.929
2023-01-01;"8011";VISION MONEY MARKET;97029000;"1";2023-02-10;BNPDBC100223;CL;PDBC;1;NA;0;200000000;$$;0.91;;;1;30;NL;199441;$$;CL;0.000;0.000;0.093
2023-01-01;"8011";VISION MONEY MARKET;97029000;"1";2023-02-13;BNPDBC130223;CL;PDBC;1;NA;0;600000000;$$;0.91;;;1;30;NL;597824;$$;CL;0.000;0.001;0.278
2023-01-01;"8011";VISION MONEY MARKET;97029000;"1";2023-02-13;BNPDBC130223;CL;PDBC;1;NA;0;850000000;$$;0.91;;;1;30;NL;846826;$$;CL;0.000;0.001;0.394
2023-01-01;"8011";VISION MONEY MARKET;97029000;"1";2023-02-13;BNPDBC130223;CL;PDBC;1;NA;0;30000000;$$;0.91;;;1;30;NL;29889;$$;CL;0.000;0.000;0.014
2023-01-01;"8011";VISION MONEY MARKET;97029000;"1";2023-02-13;BNPDBC130223;CL;PDBC;1;NA;0;1500000000;$$;0.91;;;1;30;NL;1494411;$$;CL;0.000;0.002;0.696
2023-01-01;"8011";VISION MONEY MARKET;97029000;"1";2023-02-14;BNPDBC140223;CL;PDBC;1;NA;0;1000000000;$$;0.92;;;1;30;NL;995965;$$;CL;0.000;0.001;0.464
2023-01-01;"8011";VISION MONEY MARKET;97029000;"1";2023-02-14;BNPDBC140223;CL;PDBC;1;NA;0;3000000000;$$;0.92;;;1;30;NL;2987862;$$;CL;0.000;0.003;1.391
2023-01-01;"8011";VISION MONEY MARKET;97029000;"1";2023-02-15;BNPDBC150223;CL;PDBC;1;NA;0;6000000000;$$;0.92;;;1;30;NL;5973931;$$;CL;0.000;0.007;2.782
2023-01-01;"8011";VISION MONEY MARKET;97029000;"1";2023-02-15;BNPDBC150223;CL;PDBC;1;NA;0;375000000;$$;0.92;;;1;30;NL;373367;$$;CL;0.000;0.000;0.174
2023-01-01;"8011";VISION MONEY MARKET;97029000;"1";2023-02-16;BNPDBC160223;CL;PDBC;1;NA;0;10000000000;$$;0.92;;;1;30;NL;9954211;$$;CL;0.000;0.011;4.636
2023-01-01;"8011";VISION MONEY MARKET;97029000;"1";2023-02-17;BNPDBC170223;CL;PDBC;1;NA;0;1200000000;$$;0.92;;;1;30;NL;1194141;$$;CL;0.000;0.001;0.556
2023-01-01;"8011";VISION MONEY MARKET;97029000;"1";2023-05-17;BNPDBC170523;CL;PDBC;1;NA;0;1000000000;$$;0.91;;;1;30;NL;968312;$$;CL;0.000;0.001;0.451
2023-01-01;"8011";VISION MONEY MARKET;97029000;"1";2023-05-17;BNPDBC170523;CL;PDBC;1;NA;0;500000000;$$;0.91;;;1;30;NL;484115;$$;CL;0.000;0.001;0.225
2023-01-01;"8011";VISION MONEY MARKET;97029000;"1";2023-05-17;BNPDBC170523;CL;PDBC;1;NA;0;4000000000;$$;0.91;;;1;30;NL;3875218;$$;CL;0.000;0.004;1.805
